id,season_no,house,action,success,detail
2054,100,Bouchard,Petition elevation,1,
2055,100,Hays,Consolidate (rest),1,
2056,100,McLellan,Propose compact,1,Colby
2057,100,Cornwall,Correspond,1,Bhullar
2058,100,Langelier,Endow,1,
2059,100,Meagher,Expand,0,
2060,100,Hoover,Cultivate influence,1,
2061,100,Forbes,Marriage alliance,1,Bouchard
2062,100,Rochon,Petition elevation,1,
2063,100,Patterson,Petition elevation,1,
2064,100,Cameron,Invest,1,
2065,100,Bird,Cultivate influence,0,
2066,100,Cardinal,Cultivate influence,1,
2067,100,Rouleau,Consolidate (rest),1,
2068,100,Hendrie,Propose compact,1,Cameron
2069,100,Bhullar,Invest,1,
2070,100,Pegahmagabow,Invest,1,
2071,100,Byrne,Invest,1,
2072,100,Meagher 2,Cultivate influence,0,
2073,100,Marchand,Correspond,1,Wallace 2
2074,100,Skye,Propose compact,0,
2075,100,Proulx,Invest,1,
2076,100,Worts,Marriage alliance,0,
2077,100,Colby,Invest,1,
2078,100,Gillies,Cultivate influence,1,
2079,100,Fairbanks,Expand,0,
2080,100,Lucas,Cultivate influence,1,
2081,100,Dawes,Invest,1,
2082,100,Wallace 2,Consolidate (rest),1,
2083,100,Turgeon,Cultivate influence,1,
2084,100,Gillies 2,Invest,1,
2085,100,Furlong,Invest,1,
2086,101,Elliott,Invest,1,
2087,101,Wallace,Correspond,1,Wallace 2
2088,101,Stefaniuk,Correspond,1,Proulx
2089,101,Benjamin,Consolidate (rest),1,
2090,101,Mercier,Invest,1,
2091,101,Bouchard,Cultivate influence,1,
2092,101,Hays,Cultivate influence,1,
2093,101,McLellan,Cultivate influence,1,
2094,101,Cornwall,Expand,0,
2095,101,Langelier,Invest,1,
2096,101,Meagher,Invest,1,
2097,101,Hoover,Consolidate (rest),1,
2098,101,Forbes,Expand,0,
2099,101,Rochon,Invest,1,
2100,101,Patterson,Correspond,1,Worts
2101,101,Cameron,Expand,1,Pickering—Brooklin
2102,101,Bird,Petition elevation,0,
2103,101,Cardinal,Cultivate influence,1,
2104,101,Rouleau,Consolidate (rest),1,
2105,101,Hendrie,Correspond,0,
2106,101,Bhullar,Invest,1,
2107,101,Pegahmagabow,Correspond,0,
2108,101,Byrne,Consolidate (rest),1,
2109,101,Meagher 2,Correspond,1,Rouleau
2110,101,Marchand,Propose compact,1,Dawes
2111,101,Skye,Consolidate (rest),1,
2112,101,Proulx,Cultivate influence,1,
2113,101,Worts,Marriage alliance,0,
2114,101,Colby,Invest,1,
2115,101,Gillies,Cultivate influence,1,
2116,101,Fairbanks,Correspond,1,Bhullar
2117,101,Lucas,Correspond,1,Bird
2118,101,Dawes,Correspond,1,Lucas
2119,101,Wallace 2,Consolidate (rest),1,
2120,101,Turgeon,Consolidate (rest),1,
2121,101,Gillies 2,Name heir,1,
2122,101,Furlong,Endow,1,
2123,101,Beauvais,Invest,1,
2124,102,Elliott,Cultivate influence,0,
2125,102,Wallace,Cultivate influence,0,
2126,102,Stefaniuk,Expand,1,Regina—Wascana
2127,102,Benjamin,Invest,1,
2128,102,Mercier,Propose compact,0,
2129,102,Bouchard,Cultivate influence,1,
2130,102,Hays,Invest,1,
2131,102,McLellan,Invest,1,
2132,102,Cornwall,Name heir,1,
2133,102,Langelier,Expand,1,Central Newfoundland
2134,102,Meagher,Cultivate influence,1,
2135,102,Hoover,Cultivate influence,1,
2136,102,Forbes,Correspond,0,
2137,102,Rochon,Expand,1,Humber River—Black Creek
2138,102,Patterson,Correspond,1,Worts
2139,102,Cameron,Consolidate (rest),1,
2140,102,Bird,Correspond,0,
2141,102,Cardinal,Consolidate (rest),1,
2142,102,Rouleau,Cultivate influence,0,
2143,102,Hendrie,Invest,1,
2144,102,Bhullar,Propose compact,0,
2145,102,Pegahmagabow,Correspond,0,
2146,102,Byrne,Cultivate influence,1,
2147,102,Meagher 2,Invest,1,
2148,102,Marchand,Correspond,1,Benjamin
2149,102,Skye,Propose compact,0,
2150,102,Proulx,Correspond,0,
2151,102,Worts,Invest,1,
2152,102,Colby,Invest,1,
2153,102,Gillies,Invest,1,
2154,102,Fairbanks,Expand,0,
2155,102,Lucas,Consolidate (rest),1,
2156,102,Dawes,Invest,1,
2157,102,Wallace 2,Consolidate (rest),1,
2158,102,Turgeon,Invest,1,
2159,102,Gillies 2,Expand,1,York—Durham
2160,102,Furlong,Expand,0,
2161,102,Beauvais,Expand,1,Brossard—Saint-Lambert
2162,102,Smoke,Expand,0,
2163,103,Elliott,Cultivate influence,1,
2164,103,Wallace,Consolidate (rest),1,
2165,103,Stefaniuk,Cultivate influence,0,
2166,103,Benjamin,Propose compact,0,
2167,103,Mercier,Consolidate (rest),1,
2168,103,Bouchard,Correspond,1,Cardinal
2169,103,Hays,Correspond,0,
2170,103,McLellan,Dispute,0,Forbes
2171,103,Cornwall,Cultivate influence,1,
2172,103,Langelier,Consolidate (rest),1,
2173,103,Meagher,Invest,1,
2174,103,Hoover,Correspond,1,Wallace
2175,103,Forbes,Invest,1,
2176,103,Rochon,Cultivate influence,0,
2177,103,Patterson,Propose compact,1,Forbes
2178,103,Cameron,Correspond,1,Lucas
2179,103,Bird,Consolidate (rest),1,
2180,103,Cardinal,Invest,1,
2181,103,Rouleau,Marriage alliance,0,
2182,103,Hendrie,Cultivate influence,1,
2183,103,Bhullar,Propose compact,0,
2184,103,Pegahmagabow,Invest,1,
2185,103,Byrne,Invest,1,
2186,103,Meagher 2,Consolidate (rest),1,
2187,103,Marchand,Invest,1,
2188,103,Skye,Consolidate (rest),1,
2189,103,Proulx,Cultivate influence,1,
2190,103,Worts,Expand,0,
2191,103,Colby,Invest,1,
2192,103,Gillies,Invest,1,
2193,103,Fairbanks,Correspond,1,Stefaniuk
2194,103,Lucas,Invest,1,
2195,103,Dawes,Propose compact,0,
2196,103,Wallace 2,Expand,1,London Centre
2197,103,Turgeon,Correspond,1,Pegahmagabow
2198,103,Gillies 2,Name heir,1,
2199,103,Furlong,Invest,1,
2200,103,Beauvais,Consolidate (rest),1,
2201,103,Smoke,Expand,0,
2202,104,Elliott,Expand,1,Abitibi—Témiscamingue
2203,104,Wallace,Expand,1,Hamilton West—Ancaster—Dundas
2204,104,Stefaniuk,Propose compact,0,
2205,104,Benjamin,Dispute,1,Langelier
2206,104,Mercier,Dispute,0,Turgeon
2207,104,Bouchard,Consolidate (rest),1,
2208,104,Hays,Cede / swap,0,
2209,104,McLellan,Correspond,1,Langelier
2210,104,Cornwall,Invest,1,
2211,104,Langelier,Invest,1,
2212,104,Meagher,Expand,0,
2213,104,Hoover,Petition elevation,0,
2214,104,Forbes,Cultivate influence,1,
2215,104,Rochon,Cultivate influence,1,
2216,104,Patterson,Expand,0,
2217,104,Cameron,Consolidate (rest),1,
2218,104,Bird,Invest,1,
2219,104,Cardinal,Correspond,1,Rochon
2220,104,Rouleau,Invest,1,
2221,104,Hendrie,Expand,0,
2222,104,Bhullar,Invest,1,
2223,104,Pegahmagabow,Endow,1,
2224,104,Byrne,Propose compact,0,
2225,104,Meagher 2,Correspond,1,Lucas
2226,104,Marchand,Cultivate influence,0,
2227,104,Skye,Invest,1,
2228,104,Proulx,Cultivate influence,1,
2229,104,Worts,Correspond,1,Pegahmagabow
2230,104,Colby,Endow,1,
2231,104,Gillies,Correspond,1,Mercier
2232,104,Fairbanks,Marriage alliance,1,Cornwall
2233,104,Lucas,Correspond,0,
2234,104,Dawes,Correspond,1,Lucas
2235,104,Wallace 2,Name heir,1,
2236,104,Turgeon,Consolidate (rest),1,
2237,104,Gillies 2,Invest,1,
2238,104,Furlong,Expand,1,Ville-Marie—Le Sud-Ouest—Île-des-Soeurs
2239,104,Beauvais,Expand,0,
2240,104,Smoke,Name heir,1,
2241,105,Elliott,Correspond,1,Gillies 2
2242,105,Wallace,Cultivate influence,1,
2243,105,Stefaniuk,Correspond,1,Fairbanks
2244,105,Benjamin,Propose compact,0,
2245,105,Mercier,Expand,1,Les Pays-d'en-Haut
2246,105,Bouchard,Consolidate (rest),1,
2247,105,Hays,Invest,1,
2248,105,McLellan,Expand,0,
2249,105,Cornwall,Petition elevation,1,
2250,105,Langelier,Consolidate (rest),1,
2251,105,Meagher,Marriage alliance,0,
2252,105,Hoover,Cultivate influence,1,
2253,105,Forbes,Propose compact,0,
2254,105,Rochon,Invest,1,
2255,105,Patterson,Invest,1,
2256,105,Cameron,Correspond,0,
2257,105,Bird,Propose compact,1,Lucas
2258,105,Cardinal,Invest,1,
2259,105,Rouleau,Reconcile,1,Furlong
2260,105,Hendrie,Invest,1,
2261,105,Bhullar,Cultivate influence,0,
2262,105,Pegahmagabow,Cultivate influence,1,
2263,105,Byrne,Consolidate (rest),1,
2264,105,Meagher 2,Marriage alliance,1,Rouleau
2265,105,Marchand,Correspond,1,Benjamin
2266,105,Skye,Expand,0,
2267,105,Proulx,Name heir,1,
2268,105,Worts,Correspond,1,Pegahmagabow
2269,105,Colby,Cultivate influence,1,
2270,105,Gillies,Expand,1,Don Valley North
2271,105,Fairbanks,Cultivate influence,1,
2272,105,Lucas,Consolidate (rest),1,
2273,105,Dawes,Name heir,1,
2274,105,Wallace 2,Invest,1,
2275,105,Turgeon,Invest,1,
2276,105,Gillies 2,Marriage alliance,1,Stefaniuk
2277,105,Furlong,Cultivate influence,1,
2278,105,Beauvais,Name heir,1,
2279,105,Smoke,Invest,1,
2280,106,Elliott,Expand,0,
2281,106,Wallace,Cultivate influence,1,
2282,106,Stefaniuk,Invest,1,
2283,106,Benjamin,Name heir,1,
2284,106,Mercier,Consolidate (rest),1,
2285,106,Bouchard,Correspond,0,
2286,106,Hays,Consolidate (rest),1,
2287,106,McLellan,Dispute,1,Forbes
2288,106,Cornwall,Consolidate (rest),1,
2289,106,Langelier,Invest,1,
2290,106,Meagher,Cultivate influence,1,
2291,106,Hoover,Consolidate (rest),1,
2292,106,Forbes,Consolidate (rest),1,
2293,106,Rochon,Cultivate influence,1,
2294,106,Patterson,Invest,1,
2295,106,Cameron,Invest,1,
2296,106,Bird,Correspond,0,
2297,106,Cardinal,Consolidate (rest),1,
2298,106,Rouleau,Expand,0,
2299,106,Hendrie,Invest,1,
2300,106,Bhullar,Name heir,1,
2301,106,Pegahmagabow,Correspond,1,Lucas
2302,106,Byrne,Invest,1,
2303,106,Meagher 2,Expand,0,
2304,106,Marchand,Invest,1,
2305,106,Skye,Name heir,1,
2306,106,Proulx,Invest,1,
2307,106,Worts,Dispute,0,Hendrie
2308,106,Colby,Endow,1,
2309,106,Gillies,Consolidate (rest),1,
2310,106,Fairbanks,Propose compact,0,
2311,106,Lucas,Endow,1,
2312,106,Dawes,Cultivate influence,1,
2313,106,Wallace 2,Expand,0,
2314,106,Turgeon,Cultivate influence,1,
2315,106,Gillies 2,Correspond,1,Furlong
2316,106,Furlong,Reconcile,0,
2317,106,Beauvais,Cultivate influence,0,
2318,106,Smoke,Consolidate (rest),1,
2319,106,Benjamin 2,Cultivate influence,1,
2320,106,Chapais,Cultivate influence,1,
2321,107,Elliott,Expand,1,Hull—Aylmer
2322,107,Wallace,Propose compact,0,
2323,107,Stefaniuk,Propose compact,1,Proulx
2324,107,Benjamin,Expand,1,Richmond—Arthabaska
2325,107,Mercier,Petition elevation,1,
2326,107,Bouchard,Invest,1,
2327,107,Hays,Consolidate (rest),1,
2328,107,McLellan,Invest,1,
2329,107,Cornwall,Petition elevation,1,
2330,107,Langelier,Name heir,1,
2331,107,Meagher,Marriage alliance,0,
2332,107,Hoover,Consolidate (rest),1,
2333,107,Forbes,Invest,1,
2334,107,Rochon,Name heir,1,
2335,107,Patterson,Correspond,1,Bouchard
2336,107,Cameron,Expand,1,Ajax
2337,107,Bird,Cultivate influence,1,
2338,107,Cardinal,Cultivate influence,1,
2339,107,Rouleau,Expand,1,Papineau
2340,107,Hendrie,Expand,0,
2341,107,Bhullar,Correspond,1,Cornwall
2342,107,Pegahmagabow,Cultivate influence,1,
2343,107,Byrne,Cultivate influence,1,
2344,107,Meagher 2,Invest,1,
2345,107,Marchand,Cultivate influence,1,
2346,107,Skye,Expand,0,
2347,107,Proulx,Cultivate influence,0,
2348,107,Worts,Propose compact,1,Pegahmagabow
2349,107,Colby,Cultivate influence,1,
2350,107,Gillies,Correspond,1,Lucas
2351,107,Fairbanks,Cultivate influence,0,
2352,107,Lucas,Invest,1,
2353,107,Dawes,Cultivate influence,1,
2354,107,Wallace 2,Expand,1,Kitchener Centre
2355,107,Turgeon,Name heir,1,
2356,107,Gillies 2,Endow,1,
2357,107,Furlong,Invest,1,
2358,107,Beauvais,Invest,1,
2359,107,Smoke,Correspond,0,
2360,107,Benjamin 2,Invest,1,
2361,107,Chapais,Consolidate (rest),1,
2362,108,Elliott,Correspond,1,Gillies 2
2363,108,Wallace,Correspond,1,Smoke
2364,108,Stefaniuk,Invest,1,
2365,108,Benjamin,Cultivate influence,1,
2366,108,Mercier,Invest,1,
2367,108,Bouchard,Invest,1,
2368,108,Hays,Endow,1,
2369,108,McLellan,Expand,0,
2370,108,Cornwall,Correspond,0,
2371,108,Langelier,Marriage alliance,1,Hoover
2372,108,Meagher,Cultivate influence,1,
2373,108,Hoover,Petition elevation,0,
2374,108,Forbes,Correspond,0,
2375,108,Rochon,Correspond,1,Cardinal
2376,108,Patterson,Correspond,1,Bouchard
2377,108,Cameron,Invest,1,
2378,108,Bird,Petition elevation,0,
2379,108,Cardinal,Consolidate (rest),1,
2380,108,Rouleau,Correspond,1,Turgeon
2381,108,Hendrie,Reconcile,1,Worts
2382,108,Bhullar,Correspond,1,Fairbanks
2383,108,Pegahmagabow,Petition elevation,0,
2384,108,Byrne,Cultivate influence,1,
2385,108,Meagher 2,Expand,0,
2386,108,Marchand,Marriage alliance,1,Dawes
2387,108,Skye,Expand,1,Haliburton—Kawartha Lakes
2388,108,Proulx,Propose compact,1,Rouleau
2389,108,Worts,Cultivate influence,1,
2390,108,Colby,Invest,1,
2391,108,Gillies,Correspond,1,Lucas
2392,108,Lucas,Consolidate (rest),1,
2393,108,Dawes,Expand,1,Hochelaga—Rosemont-Est
2394,108,Wallace 2,Correspond,0,
2395,108,Turgeon,Dispute,1,Mercier
2396,108,Gillies 2,Expand,1,Simcoe North
2397,108,Furlong,Cultivate influence,0,
2398,108,Beauvais,Invest,1,
2399,108,Smoke,Expand,1,Simcoe—Grey
2400,108,Benjamin 2,Correspond,1,Worts
2401,108,Chapais,Expand,1,Shefford
2402,108,Rouleau 2,Correspond,1,Meagher
2403,109,Elliott,Correspond,1,Bouchard
2404,109,Wallace,Correspond,0,
2405,109,Stefaniuk,Expand,0,
2406,109,Benjamin,Marriage alliance,1,Worts
2407,109,Mercier,Propose compact,0,
2408,109,Bouchard,Dispute,0,Benjamin
2409,109,Hays,Invest,1,
2410,109,McLellan,Correspond,0,
2411,109,Cornwall,Petition elevation,0,
2412,109,Langelier,Expand,1,Chicoutimi—Le Fjord
2413,109,Meagher,Invest,1,
2414,109,Hoover,Consolidate (rest),1,
2415,109,Forbes,Propose compact,1,Rouleau
2416,109,Rochon,Cultivate influence,1,
2417,109,Patterson,Cultivate influence,1,
2418,109,Cameron,Cultivate influence,1,
2419,109,Bird,Petition elevation,0,
2420,109,Cardinal,Invest,1,
2421,109,Rouleau,Invest,1,
2422,109,Hendrie,Propose compact,0,
2423,109,Bhullar,Name heir,1,
2424,109,Pegahmagabow,Invest,1,
2425,109,Byrne,Petition elevation,0,
2426,109,Meagher 2,Invest,1,
2427,109,Marchand,Cultivate influence,1,
2428,109,Skye,Marriage alliance,1,Elliott
2429,109,Proulx,Consolidate (rest),1,
2430,109,Worts,Correspond,0,
2431,109,Colby,Invest,1,
2432,109,Gillies,Cultivate influence,1,
2433,109,Lucas,Invest,1,
2434,109,Dawes,Correspond,0,
2435,109,Wallace 2,Marriage alliance,1,Meagher
2436,109,Turgeon,Cultivate influence,1,
2437,109,Gillies 2,Cultivate influence,1,
2438,109,Furlong,Dispute,1,Hays
2439,109,Beauvais,Expand,0,
2440,109,Smoke,Expand,1,New Tecumseth—Gwillimbury
2441,109,Benjamin 2,Correspond,1,Worts
2442,109,Chapais,Correspond,1,Hays
2443,109,Rouleau 2,Consolidate (rest),1,
2444,110,Elliott,Invest,1,
2445,110,Wallace,Consolidate (rest),1,
2446,110,Stefaniuk,Correspond,1,Marchand
2447,110,Benjamin,Cede / swap,1,Bouchard
2448,110,Mercier,Invest,1,
2449,110,Bouchard,Consolidate (rest),1,
2450,110,Hays,Petition elevation,0,
2451,110,McLellan,Expand,1,Moncton—Dieppe
2452,110,Cornwall,Name heir,1,
2453,110,Langelier,Invest,1,
2454,110,Meagher,Expand,1,Sudbury
2455,110,Hoover,Petition elevation,0,
2456,110,Forbes,Correspond,1,Colby
2457,110,Rochon,Cultivate influence,1,
2458,110,Patterson,Propose compact,1,Pegahmagabow
2459,110,Cameron,Cultivate influence,1,
2460,110,Bird,Correspond,1,Wallace
2461,110,Cardinal,Cultivate influence,1,
2462,110,Rouleau,Cede / swap,0,
2463,110,Hendrie,Name heir,1,
2464,110,Bhullar,Expand,1,Yellowhead
2465,110,Pegahmagabow,Consolidate (rest),1,
2466,110,Byrne,Petition elevation,1,
2467,110,Meagher 2,Expand,1,Huron—Bruce
2468,110,Marchand,Consolidate (rest),1,
2469,110,Skye,Cultivate influence,1,
2470,110,Proulx,Cultivate influence,1,
2471,110,Worts,Cultivate influence,1,
2472,110,Colby,Correspond,0,
2473,110,Gillies,Correspond,0,
2474,110,Lucas,Correspond,1,Meagher 2
2475,110,Dawes,Expand,0,
2476,110,Wallace 2,Correspond,0,
2477,110,Turgeon,Invest,1,
2478,110,Gillies 2,Propose compact,0,
2479,110,Furlong,Endow,1,
2480,110,Beauvais,Invest,1,
2481,110,Smoke,Consolidate (rest),1,
2482,110,Benjamin 2,Propose compact,0,
2483,110,Chapais,Invest,1,
2484,110,Rouleau 2,Correspond,0,
2485,110,Dickson,Consolidate (rest),1,
2486,111,Elliott,Correspond,1,Bouchard
2487,111,Wallace,Correspond,1,Bird
2488,111,Stefaniuk,Petition elevation,0,
2489,111,Benjamin,Cultivate influence,1,
2490,111,Mercier,Cultivate influence,1,
2491,111,Bouchard,Invest,1,
2492,111,Hays,Propose compact,0,
2493,111,McLellan,Cultivate influence,1,
2494,111,Cornwall,Cultivate influence,1,
2495,111,Langelier,Invest,1,
2496,111,Meagher,Invest,1,
2497,111,Hoover,Expand,1,Ottawa West—Nepean
2498,111,Forbes,Expand,1,Fredericton—Oromocto
2499,111,Rochon,Correspond,1,Cameron
2500,111,Patterson,Invest,1,
2501,111,Cameron,Invest,1,
2502,111,Bird,Cultivate influence,0,
2503,111,Cardinal,Cultivate influence,1,
2504,111,Rouleau,Reconcile,0,
2505,111,Hendrie,Expand,1,Brampton West
2506,111,Bhullar,Consolidate (rest),1,
2507,111,Pegahmagabow,Cultivate influence,0,
2508,111,Byrne,Propose compact,1,Marchand
2509,111,Meagher 2,Cultivate influence,0,
2510,111,Marchand,Correspond,1,Stefaniuk
2511,111,Skye,Propose compact,0,
2512,111,Proulx,Correspond,0,
2513,111,Worts,Invest,1,
2514,111,Colby,Correspond,1,Forbes
2515,111,Gillies,Cultivate influence,1,
2516,111,Lucas,Correspond,1,Pegahmagabow
2517,111,Dawes,Consolidate (rest),1,
2518,111,Wallace 2,Marriage alliance,0,
2519,111,Turgeon,Consolidate (rest),1,
2520,111,Gillies 2,Propose compact,1,Bouchard
2521,111,Furlong,Cultivate influence,1,
2522,111,Beauvais,Expand,1,Mont-Saint-Bruno—L’Acadie
2523,111,Smoke,Correspond,1,Wallace
2524,111,Benjamin 2,Invest,1,
2525,111,Chapais,Consolidate (rest),1,
2526,111,Rouleau 2,Expand,1,Compton—Stanstead
2527,111,Dickson,Consolidate (rest),1,
2528,111,Langelier 2,Consolidate (rest),1,
2529,112,Elliott,Cultivate influence,1,
2530,112,Wallace,Consolidate (rest),1,
2531,112,Stefaniuk,Expand,1,Regina—Lewvan
2532,112,Benjamin,Propose compact,0,
2533,112,Mercier,Cultivate influence,1,
2534,112,Bouchard,Invest,1,
2535,112,Hays,Invest,1,
2536,112,McLellan,Invest,1,
2537,112,Cornwall,Correspond,1,Bhullar
2538,112,Langelier,Invest,1,
2539,112,Meagher,Cultivate influence,0,
2540,112,Hoover,Correspond,1,Gillies
2541,112,Forbes,Cultivate influence,1,
2542,112,Rochon,Invest,1,
2543,112,Patterson,Invest,1,
2544,112,Cameron,Correspond,1,Proulx
2545,112,Bird,Name heir,1,
2546,112,Cardinal,Invest,1,
2547,112,Rouleau,Invest,1,
2548,112,Hendrie,Correspond,0,
2549,112,Bhullar,Invest,1,
2550,112,Pegahmagabow,Propose compact,0,
2551,112,Byrne,Invest,1,
2552,112,Meagher 2,Correspond,1,Furlong
2553,112,Marchand,Petition elevation,0,
2554,112,Skye,Propose compact,0,
2555,112,Proulx,Consolidate (rest),1,
2556,112,Worts,Cultivate influence,0,
2557,112,Colby,Cultivate influence,0,
2558,112,Gillies,Cultivate influence,1,
2559,112,Lucas,Cultivate influence,1,
2560,112,Dawes,Invest,1,
2561,112,Wallace 2,Correspond,0,
2562,112,Turgeon,Reconcile,1,Rouleau
2563,112,Gillies 2,Propose compact,0,
2564,112,Furlong,Correspond,0,
2565,112,Beauvais,Name heir,1,
2566,112,Smoke,Invest,1,
2567,112,Benjamin 2,Name heir,1,
2568,112,Chapais,Consolidate (rest),1,
2569,112,Rouleau 2,Correspond,1,Meagher
2570,112,Dickson,Expand,1,Saint John—Kennebecasis
2571,112,Langelier 2,Cultivate influence,1,
2572,113,Elliott,Name heir,1,
2573,113,Wallace,Correspond,1,Hoover
2574,113,Stefaniuk,Expand,1,Regina—Qu'Appelle
2575,113,Benjamin,Correspond,1,Hays
2576,113,Mercier,Name heir,1,
2577,113,Bouchard,Expand,1,Beauce
2578,113,Hays,Invest,1,
2579,113,McLellan,Cultivate influence,0,
2580,113,Cornwall,Consolidate (rest),1,
2581,113,Langelier,Invest,1,
2582,113,Meagher,Cultivate influence,1,
2583,113,Hoover,Cultivate influence,0,
2584,113,Forbes,Correspond,1,Beauvais
2585,113,Rochon,Invest,1,
2586,113,Patterson,Name heir,1,
2587,113,Cameron,Expand,0,
2588,113,Bird,Invest,1,
2589,113,Cardinal,Invest,1,
2590,113,Rouleau,Propose compact,0,
2591,113,Hendrie,Expand,1,York South—Weston—Etobicoke
2592,113,Bhullar,Invest,1,
2593,113,Pegahmagabow,Cultivate influence,1,
2594,113,Byrne,Propose compact,1,Lucas
2595,113,Meagher 2,Invest,1,
2596,113,Marchand,Cultivate influence,1,
2597,113,Skye,Propose compact,0,
2598,113,Proulx,Cultivate influence,1,
2599,113,Worts,Cultivate influence,1,
2600,113,Colby,Cultivate influence,1,
2601,113,Gillies,Name heir,1,
2602,113,Lucas,Invest,1,
2603,113,Dawes,Propose compact,1,Bouchard
2604,113,Wallace 2,Cultivate influence,0,
2605,113,Turgeon,Consolidate (rest),1,
2606,113,Gillies 2,Correspond,1,Hendrie
2607,113,Furlong,Reconcile,1,Rouleau
2608,113,Beauvais,Correspond,1,Forbes
2609,113,Smoke,Consolidate (rest),1,
2610,113,Benjamin 2,Invest,1,
2611,113,Chapais,Name heir,1,
2612,113,Rouleau 2,Propose compact,0,
2613,113,Dickson,Cultivate influence,1,
2614,113,Langelier 2,Cultivate influence,1,
2615,113,Stefaniuk 2,Correspond,0,
2616,114,Elliott,Invest,1,
2617,114,Wallace,Propose compact,1,Pegahmagabow
2618,114,Stefaniuk,Name heir,1,
2619,114,Benjamin,Propose compact,0,
2620,114,Mercier,Cede / swap,1,Benjamin
2621,114,Bouchard,Cultivate influence,0,
2622,114,Hays,Dispute,1,Rouleau
2623,114,McLellan,Invest,1,
2624,114,Cornwall,Correspond,0,
2625,114,Langelier,Cede / swap,1,Benjamin
2626,114,Meagher,Petition elevation,0,
2627,114,Hoover,Invest,1,
2628,114,Forbes,Cultivate influence,1,
2629,114,Rochon,Reconcile,1,Hendrie
2630,114,Patterson,Correspond,1,Turgeon
2631,114,Cameron,Petition elevation,0,
2632,114,Bird,Petition elevation,1,
2633,114,Cardinal,Cultivate influence,0,
2634,114,Rouleau,Name heir,1,
2635,114,Hendrie,Cultivate influence,1,
2636,114,Bhullar,Expand,1,Peace River—Westlock
2637,114,Pegahmagabow,Consolidate (rest),1,
2638,114,Byrne,Invest,1,
2639,114,Meagher 2,Expand,0,
2640,114,Marchand,Correspond,1,Rouleau 2
2641,114,Skye,Correspond,1,Meagher
2642,114,Proulx,Marriage alliance,1,Rouleau
2643,114,Worts,Cultivate influence,1,
2644,114,Colby,Reconcile,0,
2645,114,Gillies,Invest,1,
2646,114,Lucas,Invest,1,
2647,114,Dawes,Cultivate influence,0,
2648,114,Wallace 2,Invest,1,
2649,114,Turgeon,Cultivate influence,1,
2650,114,Gillies 2,Propose compact,1,Cardinal
2651,114,Furlong,Cultivate influence,1,
2652,114,Beauvais,Correspond,1,Pegahmagabow
2653,114,Smoke,Invest,1,
2654,114,Benjamin 2,Cultivate influence,0,
2655,114,Chapais,Correspond,1,Hays
2656,114,Rouleau 2,Name heir,1,
2657,114,Dickson,Correspond,1,Rouleau 2
2658,114,Langelier 2,Cultivate influence,1,
2659,114,Stefaniuk 2,Invest,1,
2660,114,Uniacke,Invest,1,
2661,115,Elliott,Correspond,1,Rouleau 2
2662,115,Wallace,Propose compact,0,
2663,115,Stefaniuk,Reconcile,0,
2664,115,Benjamin,Cultivate influence,1,
2665,115,Mercier,Correspond,1,Hoover
2666,115,Bouchard,Correspond,1,Chapais
2667,115,Hays,Cultivate influence,0,
2668,115,McLellan,Cultivate influence,1,
2669,115,Cornwall,Invest,1,
2670,115,Langelier,Invest,1,
2671,115,Meagher,Petition elevation,1,
2672,115,Hoover,Invest,1,
2673,115,Forbes,Consolidate (rest),1,
2674,115,Rochon,Petition elevation,0,
2675,115,Patterson,Invest,1,
2676,115,Cameron,Cultivate influence,0,
2677,115,Bird,Marriage alliance,1,Gillies
2678,115,Cardinal,Dispute,1,Stefaniuk
2679,115,Rouleau,Invest,1,
2680,115,Hendrie,Correspond,0,
2681,115,Bhullar,Consolidate (rest),1,
2682,115,Pegahmagabow,Cultivate influence,1,
2683,115,Byrne,Invest,1,
2684,115,Meagher 2,Consolidate (rest),1,
2685,115,Marchand,Petition elevation,0,
2686,115,Skye,Cede / swap,1,Uniacke
2687,115,Proulx,Cultivate influence,0,
2688,115,Worts,Invest,1,
2689,115,Colby,Invest,1,
2690,115,Gillies,Propose compact,1,Lucas
2691,115,Lucas,Invest,1,
2692,115,Dawes,Invest,1,
2693,115,Wallace 2,Cultivate influence,1,
2694,115,Turgeon,Cultivate influence,1,
2695,115,Gillies 2,Consolidate (rest),1,
2696,115,Furlong,Cultivate influence,0,
2697,115,Beauvais,Cultivate influence,1,
2698,115,Smoke,Expand,0,
2699,115,Benjamin 2,Reconcile,0,
2700,115,Chapais,Cultivate influence,1,
2701,115,Rouleau 2,Propose compact,1,Meagher
2702,115,Dickson,Invest,1,
2703,115,Langelier 2,Cultivate influence,1,
2704,115,Stefaniuk 2,Expand,0,
2705,115,Uniacke,Name heir,1,
2706,115,Jarvis,Consolidate (rest),1,
2707,116,Elliott,Invest,1,
2708,116,Wallace,Consolidate (rest),1,
2709,116,Stefaniuk,Correspond,1,Beauvais
2710,116,Benjamin,Dispute,0,Colby
2711,116,Mercier,Petition elevation,1,
2712,116,Bouchard,Invest,1,
2713,116,Hays,Cultivate influence,1,
2714,116,McLellan,Consolidate (rest),1,
2715,116,Cornwall,Correspond,1,Stefaniuk 3
2716,116,Langelier,Propose compact,0,
2717,116,Meagher,Cultivate influence,0,
2718,116,Hoover,Correspond,1,Gillies
2719,116,Rochon,Cultivate influence,1,
2720,116,Patterson,Correspond,1,Turgeon
