id,turn_id,kind,era_cohort,title,narrative,mechanical_delta,source,created_at
2326,,relational,confederation,Viscount Stefaniuk of Emerson loses a dispute with Viscount Pegahmagabow of Wawa,Season 131 · Viscount Stefaniuk of Emerson presses a claim against Viscount Pegahmagabow of Wawa and is rebuffed.,"{""season"": 131, ""outcome"": ""lost""}",engine,2026-09-08 13:29:28
2327,,societal,dominion,United Church Formed,Season 131 · Marquis Mercier de Rimouski meets United Church Formed and leads.,"{""season"": 131, ""response"": ""Lead"", ""roll"": 7, ""personal_year"": 1925, ""magnitude"": ""Minor"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:28
2328,,succession,dominion,Marquis Mercier de Rimouski: clean succession,Season 131 · Hermine Mercier succeeds to Marquis Mercier de Rimouski.,"{""season"": 131, ""nature"": ""clean"", ""cause"": ""death""}",engine,2026-09-08 13:29:28
2329,,societal,confederation,Last Spike at Craigellachie,Season 131 · Earl Bouchard de Terrebonne meets Last Spike at Craigellachie and exploits.,"{""season"": 131, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1885, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:28
2330,,relational,confederation,Earl Bouchard de Terrebonne loses a dispute with Baron Benjamin of La Pointe-de-l'Île,Season 131 · Earl Bouchard de Terrebonne presses a claim against Baron Benjamin of La Pointe-de-l'Île and is rebuffed.,"{""season"": 131, ""outcome"": ""lost""}",engine,2026-09-08 13:29:28
2331,,relational,confederation,Marquis Hays of Beloeil corresponds with Earl Patterson of Kennebecasis,Season 131 · Marquis Hays of Beloeil opens a correspondence with Earl Patterson of Kennebecasis.,"{""season"": 131, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:28
2332,,societal,late,The Long Contraction,Season 131 · Earl Langelier de Charlevoix meets The Long Contraction and stands aside.,"{""season"": 131, ""response"": ""Neutral"", ""roll"": 0, ""personal_year"": 1930, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2333,,relational,confederation,Marquis Meagher of Chatham and Baron Cogswell of Argentia are joined by marriage,"Season 131 · Owen Meagher marries Arthur Cogswell, binding Marquis Meagher of Chatham to Baron Cogswell of Argentia.","{""season"": 131, ""marker"": ""kin""}",engine,2026-09-08 13:29:28
2334,,other,confederation,Baron Hoover of Simcoe names an heir,Season 131 · Baron Hoover of Simcoe names Isaac Hoover heir.,"{""season"": 131, ""heir_age"": 32, ""role"": ""heir""}",engine,2026-09-08 13:29:28
2335,,relational,dominion,Earl Patterson of Kennebecasis corresponds with Marquis Hays of Beloeil,Season 131 · Earl Patterson of Kennebecasis opens a correspondence with Marquis Hays of Beloeil.,"{""season"": 131, ""marker"": ""+""}",engine,2026-09-08 13:29:28
2336,,expansion,dominion,Baron Rouleau de LaSalle takes Mount Royal,Season 131 · Baron Rouleau de LaSalle takes Mount Royal.,"{""season"": 131, ""riding"": ""Mount Royal"", ""roll"": 7}",engine,2026-09-08 13:29:28
2337,,relational,dominion,Earl Hendrie of Brampton reconciles with Baron Skye of Belleville,Season 131 · Earl Hendrie of Brampton makes peace with Baron Skye of Belleville.,"{""season"": 131, ""marker"": ""~""}",engine,2026-09-08 13:29:28
2338,,societal,late,The Long Contraction,Season 131 · Viscount Bhullar of Nanaimo meets The Long Contraction and exploits.,"{""season"": 131, ""response"": ""Exploit"", ""roll"": 4, ""personal_year"": 1930, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2339,,societal,confederation,South African War,Season 131 · Earl Byrne of Cooksville meets South African War and leads.,"{""season"": 131, ""response"": ""Lead"", ""roll"": 6, ""personal_year"": 1899, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2340,,societal,dominion,Alberta and Saskatchewan Created,Season 131 · Viscount Marchand de Lac-Saint-Louis meets Alberta and Saskatchewan Created and leads.,"{""season"": 131, ""response"": ""Lead"", ""roll"": 7, ""personal_year"": 1905, ""magnitude"": ""Significant"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:28
2341,,relational,confederation,Viscount Proulx de Cumberland corresponds with Baron Uniacke of Bowmanville,Season 131 · Viscount Proulx de Cumberland opens a correspondence with Baron Uniacke of Bowmanville.,"{""season"": 131, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:28
2342,,societal,dominion,Alberta and Saskatchewan Created,Season 131 · Viscount Dawes of Bourassa meets Alberta and Saskatchewan Created and exploits.,"{""season"": 131, ""response"": ""Exploit"", ""roll"": 4, ""personal_year"": 1905, ""magnitude"": ""Significant"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:28
2343,,relational,dominion,Baron Wallace of Hespeler corresponds with Baron Benjamin of La Pointe-de-l'Île,Season 131 · Baron Wallace of Hespeler opens a correspondence with Baron Benjamin of La Pointe-de-l'Île.,"{""season"": 131, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:28
2344,,societal,late,The Long Contraction,Season 131 · Baron Turgeon de St.-Jerome meets The Long Contraction and stands aside.,"{""season"": 131, ""response"": ""Neutral"", ""roll"": 1, ""personal_year"": 1930, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2345,,relational,dominion,Baron Furlong of Émard loses a dispute with Baron Rouleau de LaSalle,Season 131 · Baron Furlong of Émard presses a claim against Baron Rouleau de LaSalle and is rebuffed.,"{""season"": 131, ""outcome"": ""lost""}",engine,2026-09-08 13:29:28
2346,,societal,dominion,Alaska Boundary Award,Season 131 · Earl Beauvais of Charles-LeMoyne meets Alaska Boundary Award and resists.,"{""season"": 131, ""response"": ""Resist"", ""roll"": 3, ""personal_year"": 1903, ""magnitude"": ""Minor"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:28
2347,,other,dominion,Viscount Smoke of Barrie endows an institution,Season 131 · Viscount Smoke of Barrie endows an institution.,"{""season"": 131}",engine,2026-09-08 13:29:28
2348,,societal,dominion,United Church Formed,Season 131 · Baron Benjamin of La Pointe-de-l'Île meets United Church Formed and resists.,"{""season"": 131, ""response"": ""Resist"", ""roll"": 3, ""personal_year"": 1925, ""magnitude"": ""Minor"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:28
2349,,societal,confederation,Jesuits' Estates Act Controversy,Season 131 · Baron Langelier de Rosemont meets Jesuits' Estates Act Controversy and resists.,"{""season"": 131, ""response"": ""Resist"", ""roll"": 2, ""personal_year"": 1888, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2350,,societal,confederation,Jesuits' Estates Act Controversy,Season 131 · Viscount Stefaniuk of North Battleford meets Jesuits' Estates Act Controversy and resists.,"{""season"": 131, ""response"": ""Resist"", ""roll"": 2, ""personal_year"": 1888, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2351,,relational,confederation,Viscount Stefaniuk of North Battleford corresponds with Earl Bird of Winnipeg,Season 131 · Viscount Stefaniuk of North Battleford opens a correspondence with Earl Bird of Winnipeg.,"{""season"": 131, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:28
2352,,societal,dominion,Regulation 17,Season 131 · Baron Uniacke of Bowmanville meets Regulation 17 and resists.,"{""season"": 131, ""response"": ""Resist"", ""roll"": 2, ""personal_year"": 1912, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2353,,expansion,confederation,Baron Jarvis of Spadina takes Toronto—St. Paul's,Season 131 · Baron Jarvis of Spadina takes Toronto—St. Paul's.,"{""season"": 131, ""riding"": ""Toronto\u2014St. Paul's"", ""roll"": 8}",engine,2026-09-08 13:29:28
2354,,societal,confederation,CPR Strike,Season 131 · Baron Stefaniuk of Regina meets CPR Strike and stands aside.,"{""season"": 131, ""response"": ""Neutral"", ""roll"": 1, ""personal_year"": 1883, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:28
2355,,relational,confederation,Baron Cornwall of Revelstoke and Baron Stefaniuk of Regina form a compact,Season 131 · Baron Cornwall of Revelstoke and Baron Stefaniuk of Regina enter into a compact.,"{""season"": 131, ""marker"": ""\u25c9+""}",engine,2026-09-08 13:29:28
2356,,societal,confederation,Canadian Pacific Railway Chartered,Season 131 · Baron Shawanaga of Waterloo meets Canadian Pacific Railway Chartered and exploits.,"{""season"": 131, ""response"": ""Exploit"", ""roll"": 4, ""personal_year"": 1881, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:28
2357,,societal,confederation,Long Depression Reaches Canada,Season 131 · Baron Elliott of Mistassini meets Long Depression Reaches Canada and resists.,"{""season"": 131, ""response"": ""Resist"", ""roll"": 2, ""personal_year"": 1874, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2358,,relational,confederation,Viscount Stefaniuk of North Battleford and Baron Stefaniuk of Regina fall out,Season 132 · Viscount Stefaniuk of North Battleford and Baron Stefaniuk of Regina fall out over a boundary the two houses read differently.,"{""season"": 132, ""marker"": ""Sig\u2212"", ""cause"": ""friction"", ""grievance"": ""a boundary the two houses read differently""}",engine,2026-09-08 13:29:28
2359,,relational,late,Viscount Benjamin of Bellechasse corresponds with Viscount Colby of Trois-Rivières,Season 132 · Viscount Benjamin of Bellechasse opens a correspondence with Viscount Colby of Trois-Rivières.,"{""season"": 132, ""marker"": ""~""}",engine,2026-09-08 13:29:28
2360,,societal,dominion,Chinese Exclusion Act,Season 132 · Marquis Rochon de Rosedale meets Chinese Exclusion Act and leads.,"{""season"": 132, ""response"": ""Lead"", ""roll"": 7, ""personal_year"": 1923, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2361,,relational,confederation,Earl Bird of Winnipeg corresponds with Viscount Stefaniuk of North Battleford,Season 132 · Earl Bird of Winnipeg opens a correspondence with Viscount Stefaniuk of North Battleford.,"{""season"": 132, ""marker"": ""+""}",engine,2026-09-08 13:29:28
2362,,relational,dominion,Baron Rouleau de LaSalle wins a dispute with Baron Furlong of Émard,Season 132 · Baron Rouleau de LaSalle carries a dispute against Baron Furlong of Émard.,"{""season"": 132, ""outcome"": ""won"", ""marker"": ""~""}",engine,2026-09-08 13:29:28
2363,,societal,dominion,Chinese Exclusion Act,Season 132 · Earl Hendrie of Brampton meets Chinese Exclusion Act and exploits.,"{""season"": 132, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1923, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2364,,succession,dominion,Viscount Marchand de Lac-Saint-Louis: clean succession,Season 132 · Wilfrid Marchand succeeds to Viscount Marchand de Lac-Saint-Louis.,"{""season"": 132, ""nature"": ""clean"", ""cause"": ""death""}",engine,2026-09-08 13:29:28
2365,,other,confederation,Viscount Marchand de Lac-Saint-Louis names an heir,Season 132 · Viscount Marchand de Lac-Saint-Louis names Cyrille Marchand heir.,"{""season"": 132, ""heir_age"": 29, ""role"": ""heir""}",engine,2026-09-08 13:29:28
2366,,societal,dominion,Chinese Exclusion Act,Season 132 · Viscount Worts of Milton meets Chinese Exclusion Act and exploits.,"{""season"": 132, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1923, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2367,,other,confederation,Viscount Colby of Trois-Rivières names an heir,Season 132 · Viscount Colby of Trois-Rivières names Eleanor Colby heir.,"{""season"": 132, ""heir_age"": 17, ""role"": ""heir""}",engine,2026-09-08 13:29:28
2368,,societal,dominion,Naval Service Act,Season 132 · Baron Lucas of Oakville meets Naval Service Act and resists.,"{""season"": 132, ""response"": ""Resist"", ""roll"": 3, ""personal_year"": 1910, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:28
2369,,societal,dominion,Chinese Exclusion Act,Season 132 · Baron Wallace of Hespeler meets Chinese Exclusion Act and exploits.,"{""season"": 132, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1923, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2370,,other,dominion,Baron Wallace of Hespeler endows an institution,Season 132 · Baron Wallace of Hespeler endows an institution.,"{""season"": 132}",engine,2026-09-08 13:29:28
2371,,relational,dominion,Baron Furlong of Émard corresponds with Baron Shawanaga of Waterloo,Season 132 · Baron Furlong of Émard opens a correspondence with Baron Shawanaga of Waterloo.,"{""season"": 132, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:28
2372,,societal,dominion,Naval Service Act,Season 132 · Viscount Smoke of Barrie meets Naval Service Act and resists.,"{""season"": 132, ""response"": ""Resist"", ""roll"": 3, ""personal_year"": 1910, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:28
2373,,societal,confederation,Canadian Pacific Railway Chartered,Season 132 · Viscount Chapais de Saint-Hyacinthe meets Canadian Pacific Railway Chartered and exploits.,"{""season"": 132, ""response"": ""Exploit"", ""roll"": 4, ""personal_year"": 1881, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:28
2374,,societal,confederation,Manitoba Schools Question,Season 132 · Baron Rouleau de Chambly meets Manitoba Schools Question and stands aside.,"{""season"": 132, ""response"": ""Neutral"", ""roll"": 0, ""personal_year"": 1890, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2375,,relational,confederation,Baron Dickson of Moncton corresponds with Marquis Mercier de Rimouski,Season 132 · Baron Dickson of Moncton opens a correspondence with Marquis Mercier de Rimouski.,"{""season"": 132, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:28
2376,,other,confederation,Baron Langelier de Rosemont endows an institution,Season 132 · Baron Langelier de Rosemont endows an institution.,"{""season"": 132}",engine,2026-09-08 13:29:28
2377,,relational,confederation,Viscount Stefaniuk of North Battleford loses a dispute with Baron Stefaniuk of Regina,Season 132 · Viscount Stefaniuk of North Battleford presses a claim against Baron Stefaniuk of Regina and is rebuffed.,"{""season"": 132, ""outcome"": ""lost""}",engine,2026-09-08 13:29:28
2378,,succession,dominion,Baron Uniacke of Bowmanville: clean succession,Season 132 · Robert Uniacke succeeds to Baron Uniacke of Bowmanville.,"{""season"": 132, ""nature"": ""clean"", ""cause"": ""death""}",engine,2026-09-08 13:29:28
2379,,succession,confederation,Baron Stefaniuk of Regina: clean succession,Season 132 · Ivan Stefaniuk succeeds to Baron Stefaniuk of Regina.,"{""season"": 132, ""nature"": ""clean"", ""cause"": ""death""}",engine,2026-09-08 13:29:28
2380,,societal,confederation,CPR Strike,Season 132 · Baron Dyck of Calgary McKnight meets CPR Strike and resists.,"{""season"": 132, ""response"": ""Resist"", ""roll"": 2, ""personal_year"": 1883, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:28
2381,,relational,late,Viscount Benjamin of Bellechasse and Viscount Colby of Trois-Rivières fall out,Season 133 · Viscount Benjamin of Bellechasse and Viscount Colby of Trois-Rivières fall out over the water rights of a shared river.,"{""season"": 133, ""marker"": ""Sig\u2212"", ""cause"": ""friction"", ""grievance"": ""the water rights of a shared river""}",engine,2026-09-08 13:29:28
2382,,relational,late,Viscount Benjamin of Bellechasse and Earl Langelier de Charlevoix fall out,Season 133 · Viscount Benjamin of Bellechasse and Earl Langelier de Charlevoix fall out over a boundary the two houses read differently.,"{""season"": 133, ""marker"": ""Sig\u2212"", ""cause"": ""friction"", ""grievance"": ""a boundary the two houses read differently""}",engine,2026-09-08 13:29:28
2383,,relational,dominion,Baron Benjamin of La Pointe-de-l'Île and Marquis Mercier de Rimouski fall out,Season 133 · Baron Benjamin of La Pointe-de-l'Île and Marquis Mercier de Rimouski fall out over the water rights of a shared river.,"{""season"": 133, ""marker"": ""Sig\u2212"", ""cause"": ""friction"", ""grievance"": ""the water rights of a shared river""}",engine,2026-09-08 13:29:28
2384,,other,confederation,Viscount Wallace of Perth names an heir,Season 133 · Viscount Wallace of Perth names Arthur Wallace heir.,"{""season"": 133, ""heir_age"": 30, ""role"": ""heir""}",engine,2026-09-08 13:29:28
2385,,other,confederation,Marquis Hays of Beloeil names an heir,Season 133 · Marquis Hays of Beloeil names Abraham Hays heir.,"{""season"": 133, ""heir_age"": 7, ""role"": ""heir""}",engine,2026-09-08 13:29:28
2386,,societal,confederation,Last Spike at Craigellachie,Season 133 · Earl Cornwall of Steveston meets Last Spike at Craigellachie and resists.,"{""season"": 133, ""response"": ""Resist"", ""roll"": 3, ""personal_year"": 1885, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:28
2387,,relational,confederation,Earl Cornwall of Steveston corresponds with Baron Dyck of Calgary McKnight,Season 133 · Earl Cornwall of Steveston opens a correspondence with Baron Dyck of Calgary McKnight.,"{""season"": 133, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:28
2388,,societal,late,Founding of the CCF,Season 133 · Earl Langelier de Charlevoix meets Founding of the CCF and leads.,"{""season"": 133, ""response"": ""Lead"", ""roll"": 7, ""personal_year"": 1932, ""magnitude"": ""Major"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:28
2389,,societal,confederation,Montréal Smallpox Epidemic,Season 133 · Baron Hoover of Simcoe meets Montréal Smallpox Epidemic and resists.,"{""season"": 133, ""response"": ""Resist"", ""roll"": 2, ""personal_year"": 1885, ""magnitude"": ""Significant"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:28
2390,,relational,confederation,Baron Hoover of Simcoe corresponds with Baron Gillies of Aurora,Season 133 · Baron Hoover of Simcoe opens a correspondence with Baron Gillies of Aurora.,"{""season"": 133, ""marker"": ""+""}",engine,2026-09-08 13:29:28
2391,,other,confederation,Viscount Cameron of Cornwall names an heir,Season 133 · Viscount Cameron of Cornwall names Farquhar Cameron heir.,"{""season"": 133, ""heir_age"": 16, ""role"": ""heir""}",engine,2026-09-08 13:29:28
2392,,societal,confederation,National Policy,Season 133 · Earl Bird of Winnipeg meets National Policy and leads.,"{""season"": 133, ""response"": ""Lead"", ""roll"": 6, ""personal_year"": 1878, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2393,,succession,dominion,Baron Rouleau de LaSalle: clean succession,Season 133 · Corinne Rouleau succeeds to Baron Rouleau de LaSalle.,"{""season"": 133, ""nature"": ""clean"", ""cause"": ""death""}",engine,2026-09-08 13:29:28
2394,,societal,late,Founding of the CCF,Season 133 · Viscount Bhullar of Nanaimo meets Founding of the CCF and exploits.,"{""season"": 133, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1932, ""magnitude"": ""Major"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:28
2395,,elevation,confederation,Earl Pegahmagabow of Wawa elevated,Season 133 · Viscount Pegahmagabow of Wawa is raised to Earl.,"{""season"": 133, ""from"": ""Viscount"", ""to"": ""Earl""}",engine,2026-09-08 13:29:28
2396,,societal,dominion,Reciprocity Election,Season 133 · Baron Lucas of Oakville meets Reciprocity Election and stands aside.,"{""season"": 133, ""response"": ""Neutral"", ""roll"": 1, ""personal_year"": 1911, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2397,,relational,dominion,Baron Lucas of Oakville corresponds with Baron Gillies of Aurora,Season 133 · Baron Lucas of Oakville opens a correspondence with Baron Gillies of Aurora.,"{""season"": 133, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:28
2398,,societal,dominion,Vancouver Anti-Asian Riots,Season 133 · Viscount Dawes of Bourassa meets Vancouver Anti-Asian Riots and stands aside.,"{""season"": 133, ""response"": ""Neutral"", ""roll"": 1, ""personal_year"": 1907, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2399,,relational,dominion,Baron Wallace of Hespeler corresponds with Baron Benjamin of La Pointe-de-l'Île,Season 133 · Baron Wallace of Hespeler opens a correspondence with Baron Benjamin of La Pointe-de-l'Île.,"{""season"": 133, ""marker"": ""+""}",engine,2026-09-08 13:29:28
2400,,societal,late,Founding of the CCF,Season 133 · Baron Turgeon de St.-Jerome meets Founding of the CCF and leads.,"{""season"": 133, ""response"": ""Lead"", ""roll"": 6, ""personal_year"": 1932, ""magnitude"": ""Major"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:28
2401,,societal,dominion,Alberta and Saskatchewan Created,Season 133 · Earl Beauvais of Charles-LeMoyne meets Alberta and Saskatchewan Created and exploits.,"{""season"": 133, ""response"": ""Exploit"", ""roll"": 4, ""personal_year"": 1905, ""magnitude"": ""Significant"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:28
2402,,relational,dominion,Earl Beauvais of Charles-LeMoyne and Baron Cardinal of Steinbach form a compact,Season 133 · Earl Beauvais of Charles-LeMoyne and Baron Cardinal of Steinbach enter into a compact.,"{""season"": 133, ""marker"": ""\u25c9+""}",engine,2026-09-08 13:29:28
2403,,societal,dominion,Reciprocity Election,Season 133 · Viscount Smoke of Barrie meets Reciprocity Election and stands aside.,"{""season"": 133, ""response"": ""Neutral"", ""roll"": 1, ""personal_year"": 1911, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2404,,societal,confederation,Death of Sir John A. Macdonald,Season 133 · Baron Rouleau de Chambly meets Death of Sir John A. Macdonald and leads.,"{""season"": 133, ""response"": ""Lead"", ""roll"": 6, ""personal_year"": 1891, ""magnitude"": ""Minor"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:28
2405,,societal,confederation,Manitoba Schools Question,Season 133 · Baron Langelier de Rosemont meets Manitoba Schools Question and exploits.,"{""season"": 133, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1890, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2406,,societal,confederation,Manitoba Schools Question,Season 133 · Viscount Stefaniuk of North Battleford meets Manitoba Schools Question and stands aside.,"{""season"": 133, ""response"": ""Neutral"", ""roll"": 1, ""personal_year"": 1890, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2407,,relational,confederation,Viscount Stefaniuk of North Battleford loses a dispute with Baron Stefaniuk of Regina,Season 133 · Viscount Stefaniuk of North Battleford presses a claim against Baron Stefaniuk of Regina and is rebuffed.,"{""season"": 133, ""outcome"": ""lost""}",engine,2026-09-08 13:29:28
2408,,relational,confederation,Baron Uniacke of Bowmanville corresponds with Viscount Proulx de Cumberland,Season 133 · Baron Uniacke of Bowmanville opens a correspondence with Viscount Proulx de Cumberland.,"{""season"": 133, ""marker"": ""+""}",engine,2026-09-08 13:29:28
2409,,societal,confederation,Jesuits' Estates Act Controversy,Season 133 · Baron Cornwall of Revelstoke meets Jesuits' Estates Act Controversy and resists.,"{""season"": 133, ""response"": ""Resist"", ""roll"": 2, ""personal_year"": 1888, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2410,,relational,confederation,Baron Cornwall of Revelstoke corresponds with Earl Cornwall of Steveston,Season 133 · Baron Cornwall of Revelstoke opens a correspondence with Earl Cornwall of Steveston.,"{""season"": 133, ""marker"": ""kin""}",engine,2026-09-08 13:29:28
2411,,societal,confederation,CPR Strike,Season 133 · Baron Shawanaga of Waterloo meets CPR Strike and leads.,"{""season"": 133, ""response"": ""Lead"", ""roll"": 6, ""personal_year"": 1883, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:28
2412,,relational,confederation,Baron Shawanaga of Waterloo corresponds with Baron Furlong of Émard,Season 133 · Baron Shawanaga of Waterloo opens a correspondence with Baron Furlong of Émard.,"{""season"": 133, ""marker"": ""+""}",engine,2026-09-08 13:29:28
2413,,societal,confederation,Canadian Pacific Railway Chartered,Season 133 · Baron Cogswell of Argentia meets Canadian Pacific Railway Chartered and stands aside.,"{""season"": 133, ""response"": ""Neutral"", ""roll"": 1, ""personal_year"": 1881, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:28
2414,,societal,confederation,Indian Act,Season 133 · Baron Elliott of Mistassini meets Indian Act and exploits.,"{""season"": 133, ""response"": ""Exploit"", ""roll"": 4, ""personal_year"": 1876, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2415,,relational,confederation,Baron Elliott of Mistassini corresponds with Viscount Colby of Trois-Rivières,Season 133 · Baron Elliott of Mistassini opens a correspondence with Viscount Colby of Trois-Rivières.,"{""season"": 133, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:28
2416,,relational,confederation,Viscount Cameron of Cornwall and Baron Uniacke of Bowmanville fall out,Season 134 · Viscount Cameron of Cornwall and Baron Uniacke of Bowmanville fall out over the water rights of a shared river.,"{""season"": 134, ""marker"": ""Sig\u2212"", ""cause"": ""friction"", ""grievance"": ""the water rights of a shared river""}",engine,2026-09-08 13:29:28
2417,,relational,confederation,Baron Gillies of Aurora and Baron Uniacke of Bowmanville fall out,Season 134 · Baron Gillies of Aurora and Baron Uniacke of Bowmanville fall out over the water rights of a shared river.,"{""season"": 134, ""marker"": ""Sig\u2212"", ""cause"": ""friction"", ""grievance"": ""the water rights of a shared river""}",engine,2026-09-08 13:29:28
2418,,relational,dominion,Earl Hendrie of Brampton and Marquis Rochon de Rosedale fall out,Season 134 · Earl Hendrie of Brampton and Marquis Rochon de Rosedale fall out over the water rights of a shared river.,"{""season"": 134, ""marker"": ""Sig\u2212"", ""cause"": ""friction"", ""grievance"": ""the water rights of a shared river""}",engine,2026-09-08 13:29:28
2419,,relational,confederation,Marquis Meagher of Chatham and Viscount Smoke of Barrie fall out,Season 134 · Marquis Meagher of Chatham and Viscount Smoke of Barrie fall out over the patronage of a shared riding's offices.,"{""season"": 134, ""marker"": ""Sig\u2212"", ""cause"": ""friction"", ""grievance"": ""the patronage of a shared riding's offices""}",engine,2026-09-08 13:29:28
2420,,relational,confederation,Baron Skye of Belleville and Baron Uniacke of Bowmanville fall out,Season 134 · Baron Skye of Belleville and Baron Uniacke of Bowmanville fall out over a boundary the two houses read differently.,"{""season"": 134, ""marker"": ""Sig\u2212"", ""cause"": ""friction"", ""grievance"": ""a boundary the two houses read differently""}",engine,2026-09-08 13:29:28
2421,,relational,confederation,Viscount Wallace of Perth corresponds with Earl Bird of Winnipeg,Season 134 · Viscount Wallace of Perth opens a correspondence with Earl Bird of Winnipeg.,"{""season"": 134, ""marker"": ""+""}",engine,2026-09-08 13:29:28
2422,,relational,late,Viscount Benjamin of Bellechasse reconciles with Earl Langelier de Charlevoix,Season 134 · Viscount Benjamin of Bellechasse makes peace with Earl Langelier de Charlevoix.,"{""season"": 134, ""marker"": ""~""}",engine,2026-09-08 13:29:28
2423,,relational,confederation,Marquis Mercier de Rimouski wins a dispute with Baron Benjamin of La Pointe-de-l'Île,Season 134 · Marquis Mercier de Rimouski carries a dispute against Baron Benjamin of La Pointe-de-l'Île.,"{""season"": 134, ""outcome"": ""won"", ""marker"": ""~""}",engine,2026-09-08 13:29:28
2424,,societal,confederation,Jesuits' Estates Act Controversy,Season 134 · Earl Bouchard de Terrebonne meets Jesuits' Estates Act Controversy and stands aside.,"{""season"": 134, ""response"": ""Neutral"", ""roll"": 1, ""personal_year"": 1888, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:28
2425,,relational,confederation,Earl Bouchard de Terrebonne corresponds with Baron Dickson of Moncton,Season 134 · Earl Bouchard de Terrebonne opens a correspondence with Baron Dickson of Moncton.,"{""season"": 134, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:28
